<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
DHG,20141204,53.21,53.49,53.21,53.21,40970
DHG,20141203,54.63,54.63,53.21,53.21,15560
DHG,20141202,52.93,53.21,52.93,53.21,29720
DHG,20141201,53.50,53.50,53.22,53.21,5720
DHG,20141128,52.93,53.50,52.93,53.50,9640
DHG,20141127,52.93,53.50,52.65,53.50,21430
DHG,20141126,53.78,53.78,53.21,53.50,3180
DHG,20141125,53.22,53.79,53.22,53.78,1340
DHG,20141124,53.50,54.07,53.22,54.07,3410
DHG,20141121,54.06,54.06,53.50,54.07,2400
DHG,20141120,54.64,54.64,53.78,53.78,250
DHG,20141119,55.20,55.20,53.49,53.50,15410
DHG,20141118,54.63,55.20,54.63,54.63,4030
DHG,20141117,55.48,55.48,54.63,55.20,2230
DHG,20141114,55.21,55.49,55.21,55.20,13230
DHG,20141113,55.49,55.77,55.21,55.49,13240
DHG,20141112,55.77,55.77,55.21,55.49,6070
DHG,20141111,55.48,55.48,55.20,55.49,8010
DHG,20141110,54.64,55.49,54.07,55.20,26710
DHG,20141107,54.07,54.07,54.07,54.07,3410
DHG,20141106,54.35,54.64,54.07,54.07,16040
DHG,20141105,53.78,54.35,53.50,54.07,19700
DHG,20141104,53.50,53.78,53.21,53.50,2840
DHG,20141103,53.78,53.78,53.50,53.78,4320
DHG,20141031,53.21,53.49,53.21,53.50,12040
DHG,20141030,52.92,53.21,52.36,53.21,15990
DHG,20141029,52.93,52.93,52.36,52.64,18300
DHG,20141028,51.78,52.35,51.78,52.36,10550
DHG,20141027,52.36,52.36,51.51,51.50,39250
DHG,20141024,52.64,52.64,52.07,52.36,19900
DHG,20141023,52.07,52.07,51.79,52.07,28050
DHG,20141022,52.07,52.35,51.79,52.07,11020
DHG,20141021,51.79,52.07,51.79,52.07,12970
DHG,20141020,51.79,52.07,51.79,52.07,20540
DHG,20141017,51.79,52.07,51.51,52.07,10790
DHG,20141016,52.64,52.64,51.79,51.79,12630
DHG,20141015,52.64,52.64,52.36,52.64,2620
DHG,20141014,53.21,53.21,52.36,52.64,5960
DHG,20141013,53.50,53.50,52.36,52.64,15500
DHG,20141010,53.78,53.78,52.93,53.50,3300
DHG,20141009,54.06,54.06,52.93,53.78,3900
DHG,20141008,53.50,54.06,53.50,53.78,45680
DHG,20141007,54.07,54.07,53.50,53.78,5410
DHG,20141006,54.07,54.35,54.07,54.07,11610
DHG,20141003,52.36,54.07,52.36,54.07,37070
DHG,20141002,51.79,52.35,51.50,52.36,35300
DHG,20141001,51.79,52.35,51.79,52.07,4940
DHG,20140930,51.79,52.08,51.79,52.07,15850
DHG,20140929,52.35,52.35,51.50,52.36,17560
DHG,20140926,52.07,52.35,52.07,52.07,11460
DHG,20140925,52.36,52.36,51.79,52.07,8980
DHG,20140924,52.07,52.35,51.79,52.36,3750
DHG,20140923,51.50,52.07,51.50,52.07,10140
DHG,20140922,52.36,52.64,51.51,51.50,17870
DHG,20140919,51.50,51.78,51.22,51.79,22770
DHG,20140918,52.36,52.36,51.51,51.50,590
DHG,20140917,52.36,52.36,51.50,52.36,5020
DHG,20140916,51.79,52.08,51.22,51.22,24070
DHG,20140915,52.36,52.64,51.79,52.36,14560
DHG,20140912,52.36,52.64,51.79,52.64,15330
DHG,20140911,51.79,52.64,51.22,52.36,47030
DHG,20140910,52.08,52.64,52.08,52.07,11260
DHG,20140909,53.21,53.21,51.79,52.36,46580
DHG,20140908,53.50,53.50,52.93,53.21,38530
DHG,20140905,51.22,53.50,51.22,53.50,46130
DHG,20140904,54.07,54.07,53.50,53.50,43980
DHG,20140903,54.07,54.92,54.07,54.35,24570
DHG,20140829,53.21,53.49,52.93,53.50,72960
DHG,20140828,53.79,54.07,53.22,53.21,88070
DHG,20140827,53.79,54.07,53.79,54.07,46980
DHG,20140826,54.64,54.64,53.79,54.07,16220
DHG,20140825,54.07,54.35,53.79,54.07,48690
DHG,20140822,54.06,54.35,54.06,54.07,13090
DHG,20140821,54.06,54.06,53.78,53.78,10500
DHG,20140820,53.78,54.07,53.78,53.78,3700
DHG,20140819,54.63,54.63,54.06,54.35,9360
DHG,20140818,54.63,54.63,54.06,54.63,3670
DHG,20140815,54.35,55.20,54.35,54.63,12330
DHG,20140814,54.06,54.35,53.78,54.35,10090
DHG,20140813,54.63,54.63,53.78,54.63,12730
DHG,20140812,54.92,54.92,53.78,54.63,16970
DHG,20140811,53.50,54.92,53.50,54.92,28220
DHG,20140808,55.20,55.20,54.35,54.92,6160
DHG,20140807,54.63,55.20,54.63,54.92,8140
DHG,20140806,55.20,55.20,54.63,54.63,14430
DHG,20140805,54.35,55.20,54.35,55.20,17500
DHG,20140804,54.35,54.35,54.06,54.35,6290
DHG,20140801,54.06,54.06,53.50,53.78,4610
DHG,20140731,54.07,54.07,53.79,53.78,3920
DHG,20140730,54.35,54.35,54.07,54.07,6650
DHG,20140729,55.21,55.21,53.50,54.07,28670
DHG,20140728,54.06,54.35,53.21,53.50,53580
DHG,20140725,54.92,55.48,54.63,54.63,7780
DHG,20140724,55.20,55.20,54.64,55.20,7740
DHG,20140723,55.49,55.49,54.35,54.92,30140
DHG,20140722,54.92,54.92,54.06,54.07,15610
DHG,20140721,55.49,55.49,54.92,55.20,7500
DHG,20140718,55.49,55.49,54.92,55.49,17210
DHG,20140717,54.92,55.48,54.92,54.92,23040
DHG,20140716,55.20,55.76,55.20,55.48,17980
DHG,20140715,55.76,55.76,55.20,55.76,22080
DHG,20140714,55.48,55.76,55.20,55.48,17690
DHG,20140711,55.20,55.76,54.64,55.48,40240
DHG,20140710,55.20,55.48,54.92,55.48,38340
DHG,20140709,55.20,55.48,55.20,55.20,53070
DHG,20140708,55.20,55.48,54.92,55.20,24400
DHG,20140707,54.64,55.20,54.36,55.20,18100
DHG,20140704,54.36,54.64,53.80,54.36,9480
DHG,20140703,54.36,54.36,54.08,54.36,9200
DHG,20140702,54.08,54.36,53.80,54.36,17780
DHG,20140701,54.36,54.64,54.08,54.08,7040
DHG,20140630,55.20,55.20,54.36,54.92,12240
DHG,20140627,55.20,55.20,54.64,55.20,3910
DHG,20140626,54.92,55.20,54.64,55.20,5840
DHG,20140625,55.20,55.48,54.92,54.92,14090
DHG,20140624,54.64,55.20,54.64,54.92,24270
DHG,20140623,54.64,54.64,54.08,54.36,6590
DHG,20140620,54.08,54.08,53.80,54.08,7560
DHG,20140619,54.08,54.08,53.24,53.80,14430
DHG,20140618,54.64,54.64,53.80,53.80,38420
DHG,20140617,54.64,54.64,53.52,54.36,18680
DHG,20140616,55.20,55.20,53.80,54.36,20570
DHG,20140613,54.64,54.64,53.80,54.64,25830
DHG,20140612,54.08,54.36,53.80,54.08,8920
DHG,20140611,54.08,54.64,53.24,54.08,14840
DHG,20140610,54.92,54.92,54.36,54.36,11130
DHG,20140609,55.48,55.48,54.92,55.20,12860
DHG,20140606,55.48,55.48,54.64,54.64,17450
DHG,20140605,56.04,56.04,54.36,54.92,8740
DHG,20140604,56.60,56.60,54.92,54.92,17000
DHG,20140603,56.60,56.60,56.04,56.60,19660
DHG,20140602,58.28,58.28,56.04,56.60,14430
DHG,20140530,58.84,58.84,56.04,57.16,50820
DHG,20140529,55.90,55.90,55.06,55.48,33780
DHG,20140528,55.90,55.90,54.64,55.48,26470
DHG,20140527,55.06,55.48,54.22,55.06,29570
DHG,20140526,54.64,54.64,53.80,54.64,13080
DHG,20140523,54.64,54.64,53.38,54.64,13670
DHG,20140522,55.48,55.90,54.22,55.06,21900
DHG,20140521,53.38,55.06,53.38,54.64,56390
DHG,20140520,52.12,52.96,52.12,52.96,19360
DHG,20140519,50.86,52.12,49.60,52.12,24470
DHG,20140516,48.34,50.02,47.92,50.02,25890
DHG,20140515,49.18,50.86,48.76,49.18,11110
DHG,20140514,48.76,49.60,47.92,49.18,9930
DHG,20140513,50.44,50.86,47.08,48.76,44320
DHG,20140512,53.80,53.80,50.44,50.44,15780
DHG,20140509,54.22,55.48,50.44,54.22,65810
DHG,20140508,57.17,57.17,54.23,54.22,39030
DHG,20140507,56.75,58.01,56.75,58.01,5830
DHG,20140506,58.43,58.43,56.75,58.01,7220
DHG,20140505,59.69,59.69,58.43,59.27,3440
DHG,20140429,59.27,59.27,58.85,59.27,830
DHG,20140428,59.69,59.69,59.27,59.27,14500
DHG,20140425,58.85,58.85,58.43,58.85,3190
DHG,20140424,58.85,58.85,58.01,58.85,7390
DHG,20140423,59.27,59.27,58.85,58.85,3430
DHG,20140422,59.27,59.27,58.85,59.27,12530
DHG,20140421,59.69,59.69,58.85,59.27,23140
DHG,20140418,59.27,60.11,58.85,59.27,22350
DHG,20140417,58.43,59.27,58.43,59.27,18160
DHG,20140416,58.43,58.43,57.59,58.43,7660
DHG,20140415,58.43,58.85,58.01,58.43,14260
DHG,20140414,59.27,59.27,58.43,58.85,5860
DHG,20140411,58.85,58.85,58.01,58.85,3430
DHG,20140410,59.69,59.69,59.27,59.27,3640
DHG,20140408,60.11,60.11,58.85,59.69,11970
DHG,20140407,58.43,58.85,58.01,58.85,3770
DHG,20140404,58.01,58.43,58.01,58.01,1620
DHG,20140403,57.16,58.42,56.74,58.01,9580
DHG,20140402,57.17,57.17,55.91,56.74,20640
DHG,20140401,58.01,58.01,56.75,57.17,11740
DHG,20140331,58.85,59.27,58.01,58.43,18220
DHG,20140328,59.69,60.11,58.85,58.85,14480
DHG,20140327,60.53,60.53,58.85,59.69,28070
DHG,20140326,60.11,60.11,58.43,59.27,17060
DHG,20140325,60.11,60.53,59.27,60.11,44150
DHG,20140324,60.53,61.37,59.69,60.11,46400
DHG,20140321,60.95,60.95,59.27,59.69,24550
DHG,20140320,60.95,60.95,60.11,60.95,10210
DHG,20140319,60.95,61.37,60.53,60.53,13160
DHG,20140318,61.79,61.79,60.95,60.95,17340
DHG,20140317,63.05,63.05,60.11,61.79,33700
DHG,20140314,60.53,61.37,58.43,61.37,127040
DHG,20140313,55.06,58.00,54.64,58.01,34860
DHG,20140312,54.64,55.06,54.64,55.06,12580
DHG,20140311,55.06,55.90,54.64,55.06,10540
DHG,20140310,55.90,55.90,55.06,55.48,2800
DHG,20140307,55.06,55.90,55.06,55.48,6020
DHG,20140306,55.48,55.48,54.64,55.48,8110
DHG,20140305,54.64,55.48,54.64,55.48,8550
DHG,20140304,52.96,54.64,52.96,54.64,16050
DHG,20140303,53.80,54.64,53.80,53.80,22760
DHG,20140228,54.22,54.22,52.96,54.22,11740
DHG,20140227,54.64,54.64,53.80,53.80,9930
DHG,20140226,55.48,55.48,54.22,55.06,20860
DHG,20140225,55.06,55.48,54.64,55.48,11160
DHG,20140224,55.48,55.48,54.64,55.48,18660
DHG,20140221,55.48,55.48,53.80,55.48,6410
DHG,20140220,56.32,56.32,54.22,55.48,29930
DHG,20140219,55.90,56.32,55.06,55.90,47650
DHG,20140218,54.22,55.06,54.22,54.64,12800
DHG,20140217,54.64,55.48,54.64,54.64,18880
DHG,20140214,56.74,56.74,55.06,55.06,22350
DHG,20140213,56.74,56.74,55.48,56.74,67140
DHG,20140212,55.48,56.32,54.64,56.32,33360
DHG,20140211,54.22,57.16,53.38,54.64,50250
DHG,20140210,52.12,53.80,51.70,53.80,9780
DHG,20140207,53.38,53.80,51.70,51.70,16050
DHG,20140206,52.54,53.80,52.54,53.38,17670
DHG,20140127,49.60,53.38,49.18,52.96,39000
DHG,20140124,49.60,50.02,48.76,50.02,12120
DHG,20140123,49.18,49.60,49.18,49.18,9210
DHG,20140122,50.02,50.44,49.18,49.18,34260
DHG,20140121,49.60,50.44,48.34,50.44,10080
DHG,20140120,51.28,51.28,50.02,50.02,24410
DHG,20140117,48.34,51.28,48.34,50.44,48070
DHG,20140116,48.34,48.34,47.92,48.34,6920
DHG,20140115,47.50,48.34,47.50,47.50,33210
DHG,20140114,47.50,48.34,47.50,48.34,10630
DHG,20140113,47.92,47.92,47.92,47.92,10590
DHG,20140110,48.76,48.76,47.92,47.92,14060
DHG,20140109,47.50,47.92,47.50,47.92,7860
DHG,20140108,47.08,47.92,47.08,47.92,5370
DHG,20140107,47.50,47.92,47.08,47.92,5330
DHG,20140106,47.92,47.92,47.50,47.50,16230
DHG,20140103,47.92,47.92,47.50,47.92,940
DHG,20140102,47.92,47.92,47.08,47.92,12410
DHG,20131231,47.50,47.92,47.08,47.92,5020
DHG,20131230,47.92,47.92,46.66,47.92,4230
DHG,20131227,46.66,47.92,46.66,47.92,1480
DHG,20131226,47.50,48.34,47.08,47.08,14010
DHG,20131225,47.50,47.50,47.50,47.50,5080
DHG,20131224,47.08,47.50,47.08,47.50,3700
DHG,20131223,47.92,47.92,47.50,47.50,1490
DHG,20131220,47.08,47.50,47.08,47.50,2540
